"","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"1334",1374,"20201104T211721","20201104T212230",308,"Ind","Rep",80,80,30,30,20,10,-10,"Dem",FALSE,19,"Illinois","20210119T214854","20210119T215553",418,2021-01-19 21:55:53,"Yes","Ind",NA,"Yes","Rep",NA,70,"Rep",NA,80,"Joe Biden",95,"Joe Biden",80,"Dem",60,65,55,"Joe Biden",100,100,"Unlikely","Extremely unlikely",NA,NA,7,NA,30,"Mail-in ballot fraud
",NA,1,9,18,29,6,11,5,38,68,17,58,71,62,63,67,60,50,59,57,1,96,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",19,"Illinois",113,1,FALSE,NA,"Unlikely","Extremely unlikely",30,99,4,41,29,38,37,33,40,50,41,43,-10,FALSE
"1335",1375,"20201104T192153","20201104T192305",71,"Ind","Rep",51,51,77,77,100,51,-49,"Dem",FALSE,36,"Massachusetts","20210120T073644","20210120T074000",195,2021-01-20 07:40:00,"Yes","Rep",NA,"Yes","Rep",NA,72,"Dem",NA,93,"Joe Biden",100,"Joe Biden",83,"Dem",100,58,52,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"51",NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,0,0,71,75,73,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","67","68","69","69","Yes","Female",36,"Massachusetts",804,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",49,68,69,69,0,0,0,0,0,0,0,67,-6,FALSE
"1336",1376,"20201105T061846","20201105T062041",114,"Dem","Dem",100,-100,68,32,8,5,-3,"Dem",TRUE,54,"South Carolina","20210120T072155","20210120T072614",259,2021-01-20 07:26:15,"Yes","Dem",NA,"Yes","Rep",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,54,54,"Joe Biden",97,100,NA,NA,"Unlikely","Unlikely",0,NA,51,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,2,0,0,3,0,0,0,70,84,28,0,37,54,51,45,49,49,49,14,1,59,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",54,"South Carolina",776,1,FALSE,NA,"Unlikely","Unlikely",51,99,41,49,63,46,49,55,51,51,51,86,0,FALSE
"1337",1377,"20201104T190837","20201104T190926",49,"Rep","Rep",100,100,50,50,100,0,-100,"Rep",TRUE,24,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338",1378,"20201104T202103","20201104T202339",156,"Dem","Dem",99,-99,70,30,7,2,-5,"Dem",TRUE,68,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339",1379,"20201104T222631","20201104T223123",291,"Dem","Dem",92,-92,78,22,2,10,8,"Rep",FALSE,29,"Maryland","20210119T215554","20210119T220240",406,2021-01-19 22:02:41,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,58,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,"40",NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information",NA,14,0,2,10,0,6,1,42,27,0,8,27,42,44,40,49,43,42,12,11,62,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",29,"Maryland",163,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",60,89,38,63,73,58,56,60,51,57,58,88,5,FALSE
"1340",1380,"20201105T073159","20201105T074114",554,"Rep","Rep",100,100,82,82,92,45,-47,"Rep",TRUE,71,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341",1381,"20201104T212548","20201104T212720",92,"Ind","Dem",82,-82,50,50,70,60,-10,"Rep",FALSE,22,"Arizona","20210120T075027","20210120T075357",209,2021-01-20 07:53:57,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,99,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","50","50","50","50","50","50","50","50","50","52","Yes","Male",22,"Arizona",831,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,50,50,52,50,50,50,50,50,50,50,50,0,FALSE
"1342",1382,"20201105T070321","20201105T070516",114,"Ind","Dem",100,-100,70,30,20,64,44,"Rep",FALSE,40,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343",1383,"20201104T190628","20201104T190744",75,"Dem","Dem",90,-90,65,35,5,5,0,"Rep",FALSE,39,"New Jersey","20210120T060244","20210120T060651",247,2021-01-20 06:06:51,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,57,57,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,"45",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Social media campaigns spreading false information",NA,0,0,0,0,0,0,0,3,3,4,4,51,51,51,51,51,51,51,43,42,55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",39,"New Jersey",611,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",55,58,45,49,49,49,49,49,49,49,49,57,0,FALSE
"1344",1384,"20201104T192033","20201104T192140",67,"Ind","Other",81,NA,0,NA,40,30,-10,"Dem",NA,20,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345",1385,"20201105T034225","20201105T034439",134,"Rep","Rep",100,100,100,100,100,100,0,"Dem",FALSE,34,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346",1386,"20201104T223216","20201104T223336",80,"Dem","Dem",100,-100,75,25,20,60,40,"Rep",FALSE,20,"North Carolina","20210120T051115","20210120T051635",320,2021-01-20 05:16:35,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",90,"Joe Biden",100,"Dem",100,80,80,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",1,NA,50,"Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,2,1,4,1,5,5,14,16,16,3,38,40,40,61,51,46,47,32,0,100,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",21,"North Carolina",535,1,FALSE,NA,"Unlikely","Unlikely",50,100,0,55,62,60,60,39,49,54,53,68,0,FALSE
"1347",1387,"20201105T064019","20201105T064139",80,"Dem","Dem",100,-100,70,30,0,0,0,"Dem",TRUE,40,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348",1388,"20201105T060819","20201105T060952",92,"Dem","Dem",100,-100,70,30,30,59,29,"Rep",FALSE,37,"Oklahoma","20210119T215749","20210119T220404",375,2021-01-19 22:04:04,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,"50",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,2,0,0,0,0,0,0,0,2,0,0,41,49,50,50,49,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",37,"Oklahoma",171,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,50,50,50,59,51,50,50,51,50,50,50,0,FALSE
"1349",1389,"20201104T185259","20201104T185510",131,"Rep","Rep",98,98,8,8,35,12,-23,"Dem",FALSE,52,"New Jersey","20210119T215214","20210119T215628",254,2021-01-19 21:56:28,"Yes","Rep",NA,"Yes","Rep",NA,96,"Rep",NA,89,"Joe Biden",20,"Joe Biden",97,"Rep",92,54,49,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,10,NA,0,"Mail-in ballot fraud
",NA,0,0,0,100,0,75,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","49","48","0","48","0","48","48","48","49","49","Yes","Male",52,"New Jersey",119,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,48,49,49,48,49,48,0,48,0,48,48,-5,FALSE
"1350",1390,"20201104T203358","20201104T203517",78,"Dem","Dem",100,-100,80,20,1,50,49,"Rep",FALSE,30,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351",1391,"20201105T030751","20201105T031010",139,"Dem","Dem",100,-100,57,43,0,0,0,"Dem",TRUE,52,"Michigan","20210120T040349","20210120T040940",351,2021-01-20 04:09:40,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,59,59,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,26,29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","50","50","50","50","50","51","100","100","51","50","Yes","Female",52,"Michigan",462,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,51,50,50,50,50,50,50,50,51,100,0,FALSE
"1352",1392,"20201105T032130","20201105T032244",74,"Dem","Dem",100,-100,94,6,4,3,-1,"Dem",TRUE,58,"New York","20210120T002235","20210120T002632",236,2021-01-20 00:26:32,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,57,58,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,"51",NA,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,False news stories by ""right-wing"" media",NA,1,1,0,1,0,0,0,96,96,5,20,51,51,51,53,51,51,51,0,0,53,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",58,"New York",351,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",49,100,47,65,49,49,49,47,49,49,49,100,1,FALSE
"1353",1394,"20201104T230419","20201104T230711",172,"Ind","Other",63,NA,1,NA,23,3,-20,"Dem",NA,49,"Maryland","20210119T215308","20210119T215900",352,2021-01-19 21:59:00,"Yes","Ind",NA,"Yes","Other","Jo Jorgensen",70,"Other","Jo Jorgensen",71,"Joe Biden",100,"Joe Biden",100,"Dem",100,62,65,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",2,NA,50,"Other (please explain)
","Votes being thrown out",0,0,4,0,0,1,0,23,18,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","50","46","45","51","46","47","66","61","40","50","Yes","Male",49,"Maryland",137,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,61,40,50,51,50,46,45,51,46,47,66,3,TRUE
"1354",1395,"20201105T091848","20201105T092151",183,"Dem","Dem",100,-100,82,18,15,16,1,"Rep",FALSE,44,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355",1396,"20201104T194927","20201104T195241",194,"Dem","Dem",90,-90,80,20,20,15,-5,"Rep",FALSE,30,"Michigan","20210119T224554","20210119T225149",354,2021-01-19 22:51:49,"Yes","Dem",NA,"Yes","Dem",NA,95,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,70,70,"Joe Biden",100,100,"Unlikely","Extremely unlikely",NA,NA,3,"65",NA,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,17,76,11,27,7,14,5,96,86,63,72,70,40,74,64,68,57,31,0,0,100,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",30,"Michigan",273,1,FALSE,NA,"Unlikely","Extremely unlikely",35,100,0,65,30,60,26,36,32,43,69,100,0,FALSE
"1356",1397,"20201105T064143","20201105T064329",106,"Dem","Dem",95,-95,55,45,13,4,-9,"Dem",TRUE,48,"Arizona","20210120T061626","20210120T062032",246,2021-01-20 06:20:33,"Yes","Dem",NA,"Yes","Dem",NA,92,"Dem",NA,97,"Joe Biden",100,"Joe Biden",100,"Dem",100,65,68,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,2,NA,54,"Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,2,0,0,0,0,3,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","53","55","52","53","58","59","69","73","47","57","Yes","Female",48,"Arizona",641,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",54,73,47,57,55,53,55,52,53,58,59,69,3,FALSE
"1357",1398,"20201104T203746","20201104T203926",99,"Dem","Dem",100,-100,100,0,5,10,5,"Dem",TRUE,59,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358",1399,"20201104T193645","20201104T193835",109,"Ind","Rep",100,100,79,79,80,62,-18,"Rep",TRUE,52,"California","20210119T233710","20210119T234111",241,2021-01-19 23:41:12,"Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,95,"Joe Biden",0,"Joe Biden",0,"Rep",100,49,55,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,8,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Other (please explain)
","ballot harvesting",87,19,55,63,14,57,59,0,0,0,0,100,100,100,100,100,100,100,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",53,"California",326,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,100,0,0,0,0,0,0,0,0,0,0,6,FALSE
"1359",1400,"20201105T075413","20201105T075631",137,"Dem","Dem",100,-100,95,5,5,5,0,"Dem",TRUE,62,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360",1401,"20201105T042101","20201105T042403",181,"Dem","Dem",100,-100,90,10,1,0,-1,"Rep",FALSE,64,"Michigan","20210120T042240","20210120T043027",467,2021-01-20 04:30:27,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,71,72,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,"50",NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","Yes","Male",64,"Michigan",478,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
"1361",1402,"20201104T210546","20201104T210731",104,"Rep","Rep",100,100,38,38,57,58,1,"Rep",TRUE,21,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362",1403,"20201104T185108","20201104T185259",110,"Rep","Rep",85,85,25,25,95,95,0,"Dem",FALSE,35,"New York","20210120T042733","20210120T043316",343,2021-01-20 04:33:17,"Yes","Rep",NA,"Yes","Rep",NA,95,"Rep",NA,100,"Joe Biden",55,"Joe Biden",55,"Rep",85,60,45,"Joe Biden",100,100,"Extremely likely","Unlikely",NA,NA,25,NA,5,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,91,70,67,95,61,42,41,64,22,49,74,90,84,96,93,92,72,77,96,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",35,"New York",483,1,FALSE,NA,"Extremely likely","Unlikely",5,98,0,0,10,16,4,7,8,28,23,4,-15,FALSE
"1363",1404,"20201104T200833","20201104T201116",162,"Dem","Dem",90,-90,92,8,0,0,0,"Dem",TRUE,32,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364",1405,"20201104T190316","20201104T190502",106,"Dem","Dem",100,-100,80,20,15,0,-15,"Dem",TRUE,44,"North Carolina","20210119T215845","20210119T220331",285,2021-01-19 22:03:31,"Yes","Other","Socialist","Yes","Dem",NA,100,"Other","Bernie Sanders",100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Other (please explain)
","I don't believe there was any fraud at all--just baseless conspiracy theories, so this question is not relevant.",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","51","51","51","51","51","51","51","51","51","51","Yes","Female",44,"North Carolina",167,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,51,51,51,50,51,51,51,51,51,51,51,0,FALSE
"1365",1406,"20201104T202830","20201104T203050",139,"Dem","Dem",100,-100,83,17,0,0,0,"Dem",TRUE,60,"Texas","20210120T074526","20210120T075338",492,2021-01-20 07:53:38,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,51,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,53,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information",NA,0,0,0,0,0,0,0,33,72,63,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","50","51","51","50","50","49","56","60","46","53","Yes","Male",61,"Texas",829,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",53,60,46,53,50,50,51,51,50,50,49,56,0,FALSE
"1366",1407,"20201104T190542","20201104T190752",130,"Dem","Dem",100,-100,65,35,10,8,-2,"Dem",TRUE,30,"New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
