"","X","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"589",1215,1253,"20201105T054415","20201105T054721",185,"Ind","Dem",90,-90,95,5,10,5,-5,"Rep",FALSE,57,"Virginia","20210120T045810","20210120T050554",464,"2021-01-20 05:05:54","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,61,61,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",8,NA,51,"Mail-in ballot fraud
,False news stories by ""right-wing"" media",NA,0,0,0,3,0,0,0,77,93,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,33,51,51,51,95,100,44,51,"Yes","Male",58,"Virginia",516,1,FALSE,NA,"Unlikely","Unlikely",51,100,44,51,51,51,51,33,51,51,51,95,0,FALSE
"590",1216,1254,"20201104T191103","20201104T191256",113,"Ind","Dem",81,-81,52,48,20,22,2,"Dem",TRUE,32,"Texas","20210120T061250","20210120T061735",285,"2021-01-20 06:17:36","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,59,59,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Vote buying / voter impersonation / misuse of proxy votes",NA,0,0,0,0,0,0,0,0,0,0,0,50,50,51,51,51,50,50,50,46,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",32,"Texas",630,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,54,50,50,50,50,49,49,49,50,50,50,0,FALSE
"591",1217,1255,"20201104T221738","20201104T234800",5422,"Ind","Rep",86,86,44,44,78,32,-46,"Rep",TRUE,54,"Texas","20210119T221310","20210119T221729",259,"2021-01-19 22:17:30","Yes","Ind",NA,"No","Rep",NA,91,"Rep",NA,82,"Joe Biden",100,"Joe Biden",100,"Don't know",63,48,52,"Joe Biden",100,100,"Likely","Unlikely",NA,NA,10,NA,18,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-reporting of final vote counts by state electoral officials",NA,58,40,82,93,66,62,56,36,18,59,37,92,89,87,99,77,79,77,66,32,91,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",54,"Texas",217,1,FALSE,NA,"Likely","Unlikely",18,68,9,40,8,11,13,1,23,21,23,34,4,FALSE
"592",1221,1259,"20201105T052618","20201105T052857",159,"Dem","Dem",92,-92,73,27,19,15,-4,"Dem",TRUE,48,"Ohio","20210120T050210","20210120T050628",258,"2021-01-20 05:06:28","Yes","Dem",NA,"Yes","Dem",NA,89,"Dem",NA,99,"Joe Biden",100,"Joe Biden",100,"Dem",100,57,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,NA,73,"Social media campaigns spreading false information",NA,0,7,0,0,0,0,0,74,60,59,15,50,3,50,50,50,50,50,6,5,54,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",48,"Ohio",518,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",73,95,46,86,50,97,50,50,50,50,50,94,3,FALSE
"593",1223,1261,"20201105T040830","20201105T040956",85,"Ind","Dem",100,-100,70,30,0,0,0,"Dem",TRUE,57,"Florida","20210120T052029","20210120T052640",370,"2021-01-20 05:26:40","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,52,52,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,50,NA,"Other (please explain)
","none",0,0,0,0,0,0,0,0,78,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,51,50,50,50,50,50,82,50,50,"Yes","Male",57,"Florida",552,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,82,50,50,51,50,51,50,50,50,50,50,0,FALSE
"594",1224,1262,"20201105T061047","20201105T061240",112,"Dem","Dem",100,-100,99,1,1,0,-1,"Dem",TRUE,59,"Oklahoma","20210120T043907","20210120T044207",180,"2021-01-20 04:42:08","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,54,"Joe Biden",100,100,"Extremely unlikely","Likely",NA,NA,1,0,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,22,28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,49,51,48,51,51,51,51,51,51,"Yes","Male",59,"Oklahoma",499,1,FALSE,NA,"Extremely unlikely","Likely",100,51,51,51,51,51,49,51,48,51,51,51,-1,FALSE
"595",1226,1264,"20201105T080419","20201105T081806",827,"Dem","Dem",100,-100,70,30,30,0,-30,"Dem",TRUE,34,"Pennsylvania","20210120T062518","20210120T064015",897,"2021-01-20 06:40:15","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,50,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,28,29,0,0,51,51,51,51,51,51,51,18,18,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",34,"Pennsylvania",684,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,82,49,49,49,49,49,49,49,49,49,82,0,FALSE
"596",1229,1267,"20201104T185103","20201104T185239",95,"Ind","Dem",55,-55,60,40,43,40,-3,"Dem",TRUE,28,"Pennsylvania","20210119T215039","20210119T215346",186,"2021-01-19 21:53:46","Yes","Ind",NA,"Yes","Dem",NA,60,"Dem",NA,60,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,94,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely unlikely",3,35,NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,17,63,60,71,55,28,25,76,63,21,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,57,68,57,66,52,51,85,93,28,71,"Yes","Male",28,"Pennsylvania",100,1,FALSE,NA,"Extremely unlikely","Unlikely",65,93,28,71,59,57,68,57,66,52,51,85,-6,FALSE
"597",1230,1268,"20201104T191259","20201104T191429",89,"Rep","Rep",100,100,10,10,40,20,-20,"Rep",TRUE,52,"Connecticut","20210120T060736","20210120T061203",266,"2021-01-20 06:12:03","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,90,"Joe Biden",100,"Joe Biden",100,"Rep",60,54,46,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Likely",20,NA,0,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,0,0,81,93,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,0,50,50,50,50,100,0,0,"Yes","Male",52,"Connecticut",621,1,FALSE,NA,"Likely","Extremely unlikely",0,100,0,0,50,50,0,0,50,50,50,50,-8,FALSE
"598",1235,1273,"20201105T054007","20201105T060050",1243,"Dem","Dem",100,-100,71,29,0,0,0,"Dem",TRUE,58,"New Jersey","20210120T031644","20210120T031948",184,"2021-01-20 03:19:49","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,NA,50,"Electorate manipulation prior to election day,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,100,11,0,0,0,0,0,100,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,51,51,51,51,51,51,"Yes","Male",58,"New Jersey",418,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,51,51,51,51,51,51,51,51,51,51,51,0,FALSE
"599",1236,1275,"20201104T185042","20201104T185137",55,"Dem","Dem",68,-68,69,31,10,51,41,"Dem",TRUE,21,"New Jersey","20210120T081815","20210120T082034",138,"2021-01-20 08:20:35","Yes","Dem",NA,"Yes","Dem",NA,59,"Dem",NA,74,"Joe Biden",76,"Joe Biden",83,"Dem",79,73,98,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely likely",64,NA,51,"Mail-in ballot fraud
",NA,62,77,60,58,73,65,75,61,68,76,64,67,76,60,67,78,65,62,77,63,57,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",21,"New Jersey",874,1,FALSE,NA,"Extremely likely","Unlikely",51,37,43,33,33,24,40,33,22,35,38,23,25,FALSE
"600",1238,1277,"20201105T071844","20201105T072015",90,"Dem","Dem",60,-60,92,8,0,63,63,"Rep",FALSE,47,"Massachusetts","20210120T082016","20210120T083033",617,"2021-01-20 08:30:34","Yes","Dem",NA,"Yes","Dem",NA,83,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,89,89,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,30,NA,"Tampering with electronic voting systems,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,69,0,0,0,0,0,0,100,100,0,30,10,5,7,5,3,0,8,0,0,62,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",47,"Massachusetts",882,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",70,100,38,36,90,95,93,95,97,100,92,100,0,FALSE
"601",1240,1279,"20201104T193704","20201104T193858",114,"Rep","Rep",82,82,10,10,32,9,-23,"Rep",TRUE,63,"Georgia","20210120T091758","20210120T092240",281,"2021-01-20 09:22:40","Yes","Rep",NA,"Yes","Rep",NA,90,"Rep",NA,100,"Joe Biden",51,"Joe Biden",100,"Rep",80,60,29,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,30,NA,0,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information",NA,0,54,100,100,51,54,48,83,57,90,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,73,0,0,"Yes","Female",63,"Georgia",933,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,73,0,0,0,0,0,0,0,0,0,0,-31,FALSE
"602",1244,1283,"20201104T185137","20201104T185403",146,"Rep","Rep",100,100,40,40,80,90,10,"Rep",TRUE,61,"Nevada","20210119T214601","20210119T215519",557,"2021-01-19 21:55:19","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",20,"Joe Biden",35,"Rep",80,75,25,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely likely",70,100,NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,51,6,82,94,94,98,97,77,2,90,78,100,100,100,100,100,100,100,100,51,100,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",61,"Nevada",108,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,49,0,6,0,0,0,0,0,0,0,0,-50,FALSE
"603",1246,1285,"20201104T193124","20201104T193319",115,"Ind","Dem",100,-100,52,48,52,100,48,"Rep",FALSE,52,"Connecticut","20210119T214906","20210119T215525",379,"2021-01-19 21:55:25","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,52,52,"Joe Biden",100,100,"Extremely unlikely","Unlikely",NA,NA,0,NA,99,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,63,79,0,0,19,50,9,9,49,50,50,0,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",52,"Connecticut",109,1,FALSE,NA,"Extremely unlikely","Unlikely",99,100,50,50,81,50,91,91,51,50,50,100,0,FALSE
"604",1248,1287,"20201104T221323","20201104T221651",208,"Rep","Rep",100,100,15,15,85,0,-85,"Rep",TRUE,NA,NA,"20210119T231010","20210119T231739",449,"2021-01-19 23:17:40","Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Rep",60,54,60,"Joe Biden",75,100,NA,NA,"Extremely unlikely","Extremely likely",10,100,NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,95,81,81,81,81,81,75,61,0,61,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,51,0,0,NA,NA,NA,NA,311,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,51,0,0,0,0,0,0,0,0,0,0,6,FALSE
"605",1249,1288,"20201105T055459","20201105T055629",89,"Dem","Dem",92,-92,96,4,8,100,92,"Rep",FALSE,60,"Alabama","20210120T054543","20210120T054907",203,"2021-01-20 05:49:07","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,0,NA,100,"False news stories by ""left-wing"" media",NA,96,94,94,98,90,91,96,90,93,89,88,92,95,92,99,94,94,94,91,87,99,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",61,"Alabama",581,1,FALSE,NA,"Extremely likely","Extremely unlikely",100,13,1,0,8,5,8,1,6,6,6,9,0,FALSE
"606",1251,1290,"20201104T200010","20201104T200120",70,"Dem","Dem",100,-100,53,47,0,0,0,"Rep",FALSE,NA,NA,"20210119T220851","20210119T221349",297,"2021-01-19 22:13:49","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,40,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,0,NA,"False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,50,51,51,51,51,51,51,51,0,100,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",NA,NA,201,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,0,49,50,49,49,49,49,49,49,49,-20,FALSE
"607",1257,1296,"20201105T061722","20201105T061923",121,"Rep","Rep",91,91,30,30,60,60,0,"Rep",TRUE,40,"Indiana","20210120T070217","20210120T070742",325,"2021-01-20 07:07:42","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",91,"Joe Biden",91,"Dem",60,45,49,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Unlikely",3,100,NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,False news stories by ""left-wing"" media",NA,3,19,20,70,1,37,2,2,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,4,4,4,51,3,51,51,51,3,51,"Yes","Female",40,"Indiana",730,1,FALSE,NA,"Unlikely","Extremely unlikely",0,51,3,51,50,4,4,4,51,3,51,51,4,FALSE
"608",1259,1298,"20201104T210152","20201104T210405",132,"Rep","Rep",81,81,25,25,30,24,-6,"Rep",TRUE,69,"Wisconsin","20210119T222815","20210119T223402",346,"2021-01-19 22:34:02","Yes","Rep",NA,"Yes","Rep",NA,92,"Rep",NA,91,"Joe Biden",100,"Joe Biden",100,"Rep",87,56,39,"Joe Biden",100,100,"Likely","Unlikely",NA,NA,10,100,NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information",NA,30,38,31,32,31,37,0,60,0,100,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,40,51,29,51,0,51,"Yes","Male",69,"Wisconsin",245,1,FALSE,NA,"Likely","Unlikely",0,51,0,51,0,0,0,0,0,40,51,29,-17,FALSE
"609",1260,1299,"20201104T213241","20201104T213410",89,"Dem","Dem",100,-100,80,20,0,0,0,"Rep",FALSE,35,"New York","20210119T221022","20210119T221440",257,"2021-01-19 22:14:40","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,51,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,9,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,51,51,100,100,50,50,"Yes","Male",35,"New York",206,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,100,50,50,51,51,51,51,51,51,51,100,0,FALSE
"610",1262,1301,"20201105T035414","20201105T035542",88,"Dem","Dem",84,-84,94,6,22,3,-19,"Rep",FALSE,36,"Texas","20210120T075032","20210120T075838",485,"2021-01-20 07:58:38","Yes","Dem",NA,"Yes","Dem",NA,98,"Dem",NA,88,"Joe Biden",100,"Joe Biden",100,"Don't know",84,69,64,"Joe Biden",100,100,NA,NA,"Likely","Unlikely",10,32,NA,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
",NA,8,4,4,10,22,6,28,63,33,11,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,70,19,23,19,25,17,82,91,18,78,"Yes","Male",36,"Texas",838,1,FALSE,NA,"Unlikely","Likely",68,91,18,78,17,70,19,23,19,25,17,82,-5,FALSE
"611",1263,1302,"20201105T044933","20201105T045108",95,"Ind","Dem",90,-90,56,44,3,1,-2,"Rep",FALSE,42,"Illinois","20210120T073016","20210120T073617",360,"2021-01-20 07:36:18","Yes","Rep",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,False news stories by ""right-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,0,0,7,7,8,7,50,51,51,51,51,48,51,0,0,62,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",42,"Illinois",791,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,38,92,50,49,49,49,49,52,49,100,0,FALSE
"612",1264,1303,"20201105T072849","20201105T073130",161,"Dem","Dem",100,-100,70,30,0,0,0,"Dem",TRUE,32,"New York","20210120T084337","20210120T085138",480,"2021-01-20 08:51:38","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,54,58,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",2,NA,50,"Electorate manipulation prior to election day",NA,24,16,16,56,64,0,0,64,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,15,16,18,31,8,18,18,5,5,25,"Yes","Male",32,"New York",910,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,5,5,25,35,15,16,18,31,8,18,18,4,FALSE
"613",1268,1307,"20201104T213605","20201104T213716",71,"Dem","Dem",100,-100,70,30,10,0,-10,"Dem",TRUE,28,"California","20210120T005345","20210120T005748",242,"2021-01-20 00:57:48","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,NA,70,"Vote buying / voter impersonation / misuse of proxy votes,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,2,0,0,0,0,0,51,52,27,4,49,49,49,48,49,49,48,16,0,65,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",28,"California",364,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",70,100,35,50,51,51,51,52,51,51,52,84,0,FALSE
"614",1269,1308,"20201105T064659","20201105T064906",126,"Rep","Rep",100,100,100,100,85,0,-85,"Rep",TRUE,43,"North Carolina","20210120T065345","20210120T065938",352,"2021-01-20 06:59:38","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Donald Trump",100,"Donald Trump",100,"Rep",100,50,0,"Donald Trump",100,100,"Extremely likely","Extremely unlikely",NA,NA,35,NA,1,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,False news stories by ""left-wing"" media",NA,28,40,99,91,100,74,22,13,12,81,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,23,0,0,"Yes","Female",43,"North Carolina",715,1,FALSE,NA,"Extremely likely","Extremely unlikely",1,23,0,0,0,1,0,0,0,0,0,0,-50,FALSE
"615",1273,1312,"20201105T071909","20201105T072233",203,"Rep","Dem",68,-68,71,29,72,63,-9,"Rep",FALSE,50,"Arkansas","20210120T064750","20210120T065111",200,"2021-01-20 06:51:12","Yes","Rep",NA,"Yes","Dem",NA,94,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,63,68,"Joe Biden",100,100,"Unlikely","Extremely unlikely",NA,NA,5,50,NA,"Mail-in ballot fraud
,Social media campaigns spreading false information",NA,0,1,1,8,0,0,0,16,8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,57,51,51,73,37,40,37,"Yes","Female",50,"Arkansas",704,1,FALSE,NA,"Unlikely","Extremely unlikely",50,37,40,37,51,51,51,51,57,51,51,73,5,FALSE
"616",1275,1314,"20201104T184936","20201104T190244",787,"Dem","Dem",66,-66,87,13,12,60,48,"Rep",FALSE,27,"Maryland","20210120T082531","20210120T083056",324,"2021-01-20 08:30:56","Yes","Dem",NA,"Yes","Dem",NA,66,"Dem",NA,86,"Joe Biden",81,"Joe Biden",82,"Dem",86,75,78,"Joe Biden",100,100,NA,NA,"Unlikely","Unlikely",0,NA,74,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Tampering with electronic voting systems,False news stories by ""right-wing"" media",NA,3,4,0,4,5,2,0,5,4,5,3,36,34,35,40,25,34,32,34,24,54,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",27,"Maryland",883,1,FALSE,NA,"Unlikely","Unlikely",74,76,46,51,64,66,65,60,75,66,68,66,3,FALSE
"617",1277,1316,"20201105T064734","20201105T064932",118,"Rep","Rep",100,100,78,78,50,10,-40,"Rep",TRUE,51,"Nebraska","20210120T074039","20210120T074551",312,"2021-01-20 07:45:52","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",0,"Joe Biden",100,"Rep",100,55,19,"Other",93,100,"Extremely likely","Extremely unlikely",NA,NA,68,NA,0,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,76,100,100,100,100,84,82,100,0,100,100,100,100,100,100,100,100,100,100,50,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",51,"Nebraska",813,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,50,0,0,0,0,0,0,0,0,0,0,-36,FALSE
"618",1283,1322,"20201105T063021","20201105T063144",82,"Ind","Dem",61,-61,77,23,11,9,-2,"Dem",TRUE,35,"Texas","20210120T050255","20210120T050822",327,"2021-01-20 05:08:23","Yes","Ind",NA,"Yes","Dem",NA,76,"Dem",NA,73,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,50,NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,14,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,51,51,51,51,51,51,"Yes","Male",35,"Texas",524,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,51,51,51,51,51,51,51,51,51,51,51,0,FALSE
