"","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age","state"
"1321",334,"20201105T065037","20201105T065158",81,"Rep","Rep",100,100,65,65,40,64,24,"Dem",FALSE,32,"Ohio"
"1322",887,"20201105T065034","20201105T065158",84,"Dem","Dem",71,-71,71,29,49,71,22,"Rep",FALSE,25,"Georgia"
"1323",1072,"20201105T064945","20201105T065200",134,"Rep","Other",70,NA,0,NA,65,45,-20,"Rep",NA,42,"Oklahoma"
"1324",1716,"20201105T064915","20201105T065208",172,"Dem","Dem",100,-100,67,33,0,0,0,"Dem",TRUE,48,"Pennsylvania"
"1325",1011,"20201105T064038","20201105T065247",728,"Dem","Dem",100,-100,80,20,60,80,20,"Rep",FALSE,39,"Kentucky"
"1326",745,"20201105T065205","20201105T065259",53,"Dem","Dem",99,-99,95,5,4,0,-4,"Dem",TRUE,45,"New Jersey"
"1327",1007,"20201105T064955","20201105T065302",186,"Dem","Dem",90,-90,75,25,1,1,0,"Rep",FALSE,46,"Florida"
"1328",1157,"20201105T065110","20201105T065304",113,"Dem","Dem",100,-100,90,10,0,10,10,"Rep",FALSE,58,"North Carolina"
"1329",585,"20201105T064705","20201105T065317",372,"Dem","Dem",100,-100,71,29,7,0,-7,"Dem",TRUE,43,"Ohio"
"1330",999,"20201105T065223","20201105T065335",71,"Rep","Rep",100,100,100,100,50,0,-50,"Rep",TRUE,29,"South Carolina"
"1331",922,"20201105T064409","20201105T065339",569,"Other","Dem",100,-100,52,48,20,42,22,"Rep",FALSE,34,"South Carolina"
"1332",1017,"20201105T064722","20201105T065401",399,"Rep","Rep",100,100,51,51,100,100,0,"Dem",FALSE,39,"Indiana"
"1333",546,"20201105T065215","20201105T065405",109,"Dem","Dem",100,-100,51,49,30,10,-20,"Dem",TRUE,54,"Illinois"
"1334",1755,"20201105T065141","20201105T065422",161,"Ind","Dem",100,-100,85,15,20,20,0,"Dem",TRUE,48,"California"
"1335",200,"20201105T065258","20201105T065516",138,"Dem","Dem",100,-100,90,10,0,81,81,"Rep",FALSE,61,"North Carolina"
"1336",1055,"20201105T065405","20201105T065602",116,"Ind","Dem",92,-92,61,39,3,5,2,"Dem",TRUE,48,"Virginia"
"1337",354,"20201105T065310","20201105T065606",175,"Dem","Dem",100,-100,75,25,25,0,-25,"Rep",FALSE,31,"Texas"
"1338",274,"20201105T065224","20201105T065621",237,"Dem","Dem",100,-100,70,30,0,10,10,"Rep",FALSE,68,"Minnesota"
"1339",349,"20201105T064918","20201105T065623",424,"Rep","Rep",93,93,35,35,71,41,-30,"Rep",TRUE,39,"Texas"
"1340",1651,"20201105T065355","20201105T065639",163,"Dem","Dem",40,-40,80,20,20,10,-10,"Rep",FALSE,38,"New York"
"1341",684,"20201105T065515","20201105T065659",103,"Ind","Rep",33,33,8,8,1,0,-1,"Rep",TRUE,59,"Minnesota"
"1342",91,"20201105T065513","20201105T065723",129,"Rep","Rep",91,91,61,61,78,80,2,"Dem",FALSE,58,"Ohio"
"1343",1339,"20201105T065501","20201105T065727",145,"Rep","Rep",71,71,27,27,78,99,21,"Dem",FALSE,29,"Nebraska"
"1344",1760,"20201105T065552","20201105T065748",116,"Rep","Rep",100,100,85,85,70,15,-55,"Rep",TRUE,51,"Pennsylvania"
"1345",593,"20201105T065708","20201105T065749",41,"Dem","Dem",44,-44,84,16,30,79,49,"Dem",TRUE,23,"Georgia"
"1346",1453,"20201105T065557","20201105T065758",121,"Dem","Dem",100,-100,94,6,0,1,1,"Rep",FALSE,59,"New York"
"1347",801,"20201105T065522","20201105T065759",157,"Dem","Dem",100,-100,91,9,0,0,0,"Dem",TRUE,41,"Alabama"
"1348",1167,"20201105T065603","20201105T065823",139,"Other","Rep",66,66,14,14,5,11,6,"Rep",TRUE,65,"Kansas"
"1349",1041,"20201105T065642","20201105T065848",126,"Rep","Rep",86,86,53,53,81,36,-45,"Rep",TRUE,28,"Kentucky"
"1350",4,"20201105T065732","20201105T065935",122,"Rep","Rep",85,85,48,48,51,51,0,"Dem",FALSE,41,"Kentucky"
"1351",1451,"20201105T065719","20201105T065940",140,"Dem","Dem",100,-100,71,29,9,4,-5,"Dem",TRUE,35,"Illinois"
"1352",152,"20201105T065811","20201105T065948",96,"Rep","Rep",75,75,9,9,71,62,-9,"Rep",TRUE,59,"California"
"1353",42,"20201105T065919","20201105T065954",35,"Ind","Dem",51,-51,51,49,88,73,-15,"Dem",TRUE,NA,NA
"1354",1567,"20201105T065828","20201105T070030",122,"Rep","Rep",100,100,44,44,65,0,-65,"Rep",TRUE,51,"Virginia"
"1355",1328,"20201105T065703","20201105T070044",221,"Dem","Rep",44,44,57,57,51,53,2,"Dem",FALSE,24,"Kansas"
"1356",335,"20201105T065950","20201105T070100",69,"Rep","Rep",71,71,44,44,53,53,0,"Rep",TRUE,29,"North Carolina"
"1357",901,"20201105T065845","20201105T070144",179,"Dem","Dem",55,-55,53,47,62,54,-8,"Rep",FALSE,29,"Texas"
"1358",844,"20201105T070011","20201105T070148",97,"Ind","Other",60,NA,0,NA,40,5,-35,"Dem",NA,35,"Indiana"
"1359",857,"20201105T070022","20201105T070205",102,"Dem","Dem",100,-100,85,15,0,0,0,"Rep",FALSE,46,"Virginia"
"1360",1671,"20201105T070031","20201105T070210",98,"Dem","Dem",100,-100,70,30,7,0,-7,"Dem",TRUE,43,"Pennsylvania"
"1361",909,"20201105T070020","20201105T070237",137,"Ind","Rep",100,100,19,19,51,17,-34,"Rep",TRUE,38,"Nevada"
"1362",561,"20201105T070035","20201105T070258",143,"Ind","Rep",59,59,41,41,57,59,2,"Dem",FALSE,39,"Florida"
"1363",16,"20201105T070024","20201105T070302",157,"Rep","Rep",100,100,91,91,100,0,-100,"Rep",TRUE,43,"Tennessee"
"1364",558,"20201105T070104","20201105T070315",131,"Rep","Rep",100,100,3,3,81,100,19,"Dem",FALSE,53,"Michigan"
"1365",188,"20201105T064049","20201105T070327",1357,"Dem","Dem",100,-100,60,40,0,0,0,"Dem",TRUE,36,"New Mexico"
"1366",1459,"20201105T070233","20201105T070357",84,"Other","Rep",100,100,30,30,85,90,5,"Dem",FALSE,31,"Arkansas"
"1367",1360,"20201105T070210","20201105T070400",109,"Rep","Rep",100,100,85,85,55,10,-45,"Rep",TRUE,33,"Missouri"
"1368",1525,"20201105T070244","20201105T070400",75,"Rep","Rep",100,100,60,60,40,76,36,"Dem",FALSE,32,"Texas"
"1369",1214,"20201105T070249","20201105T070423",93,"Rep","Rep",96,96,44,44,92,32,-60,"Rep",TRUE,30,"Florida"
"1370",1382,"20201105T070321","20201105T070516",114,"Ind","Dem",100,-100,70,30,20,64,44,"Rep",FALSE,40,"Massachusetts"
"1371",281,"20201105T070434","20201105T070629",114,"Rep","Rep",97,97,50,50,69,65,-4,"Dem",FALSE,42,"Indiana"
"1372",1416,"20201105T070419","20201105T070737",198,"Ind","Dem",90,-90,52,48,10,46,36,"Rep",FALSE,29,"Illinois"
"1373",1105,"20201105T070616","20201105T070750",93,"Rep","Rep",59,59,40,40,45,40,-5,"Dem",FALSE,43,"Arizona"
"1374",71,"20201105T070536","20201105T070805",148,"Rep","Rep",81,81,10,10,51,29,-22,"Dem",FALSE,50,"Minnesota"
"1375",58,"20201105T070302","20201105T070809",307,"Ind","Rep",100,100,50,50,69,96,27,"Dem",FALSE,32,NA
"1376",1507,"20201105T070629","20201105T070811",102,"Dem","Dem",90,-90,82,18,0,0,0,"Dem",TRUE,59,"Florida"
"1377",945,"20201105T070425","20201105T070813",227,"Dem","Dem",40,-40,55,45,5,5,0,"Rep",FALSE,48,"Ohio"
"1378",1215,"20201105T070440","20201105T070816",215,"Dem","Dem",100,-100,65,35,0,0,0,"Rep",FALSE,71,"Virginia"
"1379",115,"20201105T070739","20201105T070941",121,"Dem","Dem",82,-82,91,9,20,91,71,"Rep",FALSE,25,"Arizona"
"1380",1443,"20201105T070737","20201105T070942",125,"Rep","Rep",100,100,80,80,80,10,-70,"Rep",TRUE,29,"Texas"
"1381",101,"20201105T070827","20201105T071004",97,"Dem","Dem",100,-100,85,15,5,5,0,"Dem",TRUE,58,"Florida"
"1382",1604,"20201105T070836","20201105T071032",116,"Ind","Dem",100,-100,76,24,0,15,15,"Rep",FALSE,50,"Pennsylvania"
"1383",1137,"20201105T070637","20201105T071032",235,"Dem","Dem",58,-58,58,42,54,72,18,"Dem",TRUE,31,"Ohio"
"1384",414,"20201105T070734","20201105T071036",182,"Ind","Rep",100,100,44,44,88,73,-15,"Rep",TRUE,72,"Georgia"
"1385",1446,"20201105T070833","20201105T071048",135,"Dem","Dem",100,-100,90,10,0,0,0,"Dem",TRUE,32,"Iowa"
"1386",535,"20201105T070918","20201105T071108",109,"Dem","Dem",100,-100,81,19,0,80,80,"Rep",FALSE,48,"Michigan"
"1387",109,"20201105T070908","20201105T071114",125,"Ind","Rep",100,100,50,50,100,50,-50,"Dem",FALSE,51,"Iowa"
"1388",1703,"20201105T071033","20201105T071126",52,"Dem","Dem",63,-63,66,34,35,17,-18,"Dem",TRUE,20,"Texas"
"1389",55,"20201105T070812","20201105T071132",199,"Rep","Rep",95,95,40,40,60,90,30,"Dem",FALSE,40,"Missouri"
"1390",1758,"20201105T070459","20201105T071151",411,"Dem","Dem",100,-100,81,19,28,19,-9,"Dem",TRUE,36,"New York"
"1391",184,"20201105T071020","20201105T071210",110,"Rep","Rep",99,99,83,83,60,40,-20,"Rep",TRUE,31,"Ohio"
"1392",1482,"20201105T071103","20201105T071211",67,"Ind","Dem",100,-100,55,45,5,4,-1,"Dem",TRUE,38,"Ohio"
"1393",572,"20201105T071047","20201105T071214",87,"Dem","Dem",90,-90,80,20,50,70,20,"Rep",FALSE,25,"Colorado"
"1394",525,"20201105T070347","20201105T071236",529,"Dem","Dem",100,-100,72,28,62,98,36,"Rep",FALSE,34,"Maine"
"1395",708,"20201105T071128","20201105T071442",193,"Dem","Dem",64,-64,64,36,9,8,-1,"Rep",FALSE,65,"Florida"
"1396",686,"20201105T071350","20201105T071453",62,"Ind","Rep",100,100,51,51,100,5,-95,"Rep",TRUE,29,"Missouri"
"1397",1514,"20201105T071206","20201105T071500",173,"Dem","Dem",100,-100,75,25,80,80,0,"Dem",TRUE,33,"Georgia"
"1398",709,"20201105T071244","20201105T071503",139,"Dem","Dem",100,-100,60,40,25,25,0,"Dem",TRUE,34,"New York"
"1399",961,"20201105T070934","20201105T071532",357,"Dem","Dem",90,-90,80,20,75,90,15,"Rep",FALSE,23,"District of Columbia"
"1400",586,"20201105T071429","20201105T071537",67,"Dem","Dem",100,-100,50,50,5,1,-4,"Dem",TRUE,41,"Washington"
"1401",1300,"20201105T071323","20201105T071538",134,"Ind","Rep",100,100,50,50,93,72,-21,"Dem",FALSE,32,"Georgia"
"1402",1412,"20201105T071257","20201105T071556",179,"Dem","Dem",100,-100,100,0,0,0,0,"Rep",FALSE,67,"Illinois"
"1403",1088,"20201105T071027","20201105T071559",332,"Dem","Dem",100,-100,75,25,10,0,-10,"Dem",TRUE,63,"Tennessee"
"1404",1696,"20201105T071435","20201105T071602",87,"Dem","Dem",100,-100,90,10,4,18,14,"Rep",FALSE,40,"Louisiana"
"1405",1083,"20201105T071248","20201105T071605",197,"Rep","Rep",81,81,80,80,9,9,0,"Rep",TRUE,67,"Maine"
"1406",1166,"20201105T071451","20201105T071606",74,"Ind","Rep",99,99,51,51,81,71,-10,"Dem",FALSE,48,"Missouri"
"1407",645,"20201105T071452","20201105T071621",88,"Rep","Dem",35,-35,87,13,30,21,-9,"Dem",TRUE,35,"Illinois"
"1408",785,"20201105T071533","20201105T071719",105,"Ind","Rep",100,100,81,81,100,9,-91,"Rep",TRUE,49,"Ohio"
"1409",1673,"20201105T071538","20201105T071738",119,"Ind","Rep",100,100,50,50,100,100,0,"Dem",FALSE,66,"Colorado"
"1410",718,"20201105T071738","20201105T071908",90,"Dem","Dem",100,-100,97,3,0,40,40,"Rep",FALSE,54,"Texas"
"1411",197,"20201105T071657","20201105T071912",135,"Rep","Rep",100,100,100,100,38,92,54,"Dem",FALSE,73,"Oklahoma"
"1412",191,"20201105T071633","20201105T071925",171,"Dem","Dem",100,-100,95,5,1,1,0,"Rep",FALSE,67,"Illinois"
"1413",1336,"20201105T071826","20201105T071935",68,"Ind","Dem",55,-55,87,13,51,51,0,"Dem",TRUE,19,"Kentucky"
"1414",1108,"20201105T071830","20201105T071950",80,"Rep","Rep",100,100,89,89,56,100,44,"Dem",FALSE,34,"Colorado"
"1415",1277,"20201105T071844","20201105T072015",90,"Dem","Dem",60,-60,92,8,0,63,63,"Rep",FALSE,47,"Massachusetts"
"1416",29,"20201105T071846","20201105T072023",96,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,70,"Florida"
"1417",179,"20201105T071906","20201105T072034",87,"Ind","Dem",100,-100,90,10,10,100,90,"Rep",FALSE,46,"Georgia"
"1418",831,"20201105T071857","20201105T072034",96,"Rep","Rep",100,100,50,50,46,51,5,"Dem",FALSE,63,"Florida"
"1419",929,"20201105T071855","20201105T072037",101,"Ind","Dem",35,-35,60,40,40,30,-10,"Rep",FALSE,40,"Minnesota"
"1420",1034,"20201105T071358","20201105T072041",403,"Ind","Dem",29,-29,87,13,14,20,6,"Rep",FALSE,70,"Pennsylvania"
"1421",107,"20201105T065719","20201105T072050",1411,"Rep","Dem",50,-50,80,20,0,40,40,"Rep",FALSE,43,"Massachusetts"
"1422",394,"20201105T071824","20201105T072055",151,"Rep","Rep",88,88,35,35,85,85,0,"Rep",TRUE,49,"Colorado"
"1423",52,"20201105T071955","20201105T072108",72,"Ind","Rep",35,35,74,74,93,20,-73,"Rep",TRUE,32,"Michigan"
"1424",1536,"20201105T071851","20201105T072150",178,"Rep","Rep",100,100,75,75,78,100,22,"Dem",FALSE,33,"Ohio"
"1425",606,"20201105T071557","20201105T072150",352,"Ind","Dem",100,-100,100,0,61,23,-38,"Dem",TRUE,39,"Vermont"
"1426",1174,"20201105T072005","20201105T072210",124,"Dem","Dem",100,-100,84,16,0,0,0,"Dem",TRUE,43,"Florida"
"1427",53,"20201105T071907","20201105T072224",197,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,38,"Georgia"
"1428",1742,"20201105T072054","20201105T072230",96,"Rep","Rep",100,100,50,50,100,100,0,"Dem",FALSE,36,"Texas"
"1429",1312,"20201105T071909","20201105T072233",203,"Rep","Dem",68,-68,71,29,72,63,-9,"Rep",FALSE,50,"Arkansas"
"1430",128,"20201105T072133","20201105T072334",121,"Rep","Dem",86,-86,85,15,15,86,71,"Rep",FALSE,36,"South Dakota"
"1431",776,"20201105T072046","20201105T072339",173,"Rep","Rep",100,100,30,30,70,20,-50,"Rep",TRUE,47,"Michigan"
"1432",381,"20201105T072027","20201105T072408",221,"Rep","Rep",100,100,40,40,90,15,-75,"Rep",TRUE,58,"Tennessee"
"1433",1284,"20201105T072325","20201105T072437",71,"Rep","Rep",90,90,50,50,70,70,0,"Dem",FALSE,34,"California"
"1434",1229,"20201105T072132","20201105T072459",207,"Dem","Dem",100,-100,98,2,0,0,0,"Dem",TRUE,64,"Virginia"
"1435",485,"20201105T072322","20201105T072513",111,"Ind","Other",58,NA,17,NA,81,57,-24,"Rep",NA,25,"Missouri"
"1436",1635,"20201105T072320","20201105T072515",114,"Dem","Dem",100,-100,75,25,15,95,80,"Rep",FALSE,28,"Texas"
"1437",710,"20201105T072225","20201105T072529",184,"Rep","Rep",94,94,78,78,89,41,-48,"Dem",FALSE,63,"Pennsylvania"
"1438",1103,"20201105T072511","20201105T072626",75,"Rep","Dem",70,-70,65,35,3,3,0,"Rep",FALSE,28,"Kansas"
"1439",82,"20201105T072545","20201105T072704",79,"Rep","Rep",93,93,82,82,7,0,-7,"Rep",TRUE,47,"Alabama"
"1440",1694,"20201105T072508","20201105T072705",116,"Rep","Rep",78,78,37,37,9,5,-4,"Dem",FALSE,29,"Iowa"
"1441",469,"20201105T072522","20201105T072739",137,"Dem","Dem",100,-100,75,25,2,2,0,"Rep",FALSE,51,"District of Columbia"
"1442",627,"20201105T072653","20201105T072759",66,"Dem","Dem",100,-100,32,68,11,0,-11,"Dem",TRUE,35,"Texas"
"1443",1184,"20201105T072635","20201105T072817",101,"Ind","Rep",100,100,25,25,100,0,-100,"Rep",TRUE,50,"Massachusetts"
"1444",1520,"20201105T072713","20201105T072820",67,"Ind","Dem",100,-100,80,20,5,3,-2,"Dem",TRUE,44,"Maryland"
"1445",1176,"20201105T072422","20201105T072820",238,"Dem","Dem",100,-100,100,0,19,8,-11,"Rep",FALSE,51,"Georgia"
"1446",805,"20201105T072625","20201105T072828",122,"Rep","Rep",30,30,55,55,80,45,-35,"Rep",TRUE,32,"Texas"
"1447",1433,"20201105T072612","20201105T072834",141,"Ind","Dem",60,-60,55,45,5,5,0,"Dem",TRUE,34,"Michigan"
"1448",1649,"20201105T072638","20201105T072836",117,"Dem","Dem",100,-100,83,17,25,2,-23,"Dem",TRUE,57,"California"
"1449",331,"20201105T072702","20201105T072855",113,"Dem","Dem",60,-60,80,20,20,50,30,"Rep",FALSE,25,"New York"
"1450",1501,"20201105T072739","20201105T072916",97,"Ind","Dem",79,-79,55,45,16,10,-6,"Dem",TRUE,26,"Texas"
"1451",288,"20201105T072828","20201105T073016",108,"Rep","Rep",91,91,40,40,92,90,-2,"Dem",FALSE,39,"North Carolina"
"1452",1737,"20201105T072819","20201105T073027",127,"Rep","Rep",100,100,20,20,30,30,0,"Rep",TRUE,50,"Texas"
"1453",600,"20201105T070914","20201105T073104",1310,"Rep","Rep",100,100,100,100,100,100,0,"Dem",FALSE,30,"California"
"1454",372,"20201105T071857","20201105T073128",751,"Dem","Dem",100,-100,61,39,45,7,-38,"Dem",TRUE,45,"Florida"
"1455",1303,"20201105T072849","20201105T073130",161,"Dem","Dem",100,-100,70,30,0,0,0,"Dem",TRUE,32,"New York"
"1456",165,"20201105T073040","20201105T073228",108,"Rep","Rep",100,100,33,33,65,51,-14,"Dem",FALSE,60,"Massachusetts"
"1457",93,"20201105T073032","20201105T073238",125,"Rep","Rep",70,70,40,40,30,30,0,"Rep",TRUE,54,"Texas"
"1458",89,"20201105T073107","20201105T073247",100,"Dem","Dem",100,-100,75,25,20,80,60,"Rep",FALSE,39,"California"
"1459",521,"20201105T073029","20201105T073250",141,"Dem","Dem",70,-70,60,40,20,90,70,"Rep",FALSE,30,"California"
"1460",1276,"20201105T073203","20201105T073316",72,"Dem","Dem",90,-90,95,5,40,0,-40,"Dem",TRUE,37,"Arizona"
"1461",123,"20201105T073225","20201105T073343",77,"Dem","Dem",95,-95,85,15,0,0,0,"Dem",TRUE,25,"North Carolina"
"1462",1466,"20201105T073057","20201105T073344",166,"Rep","Rep",70,70,45,45,10,20,10,"Dem",FALSE,39,"New Mexico"
"1463",1480,"20201105T073459","20201105T073618",78,"Rep","Rep",52,52,68,68,78,36,-42,"Dem",FALSE,31,"Indiana"
"1464",1726,"20201105T073525","20201105T073650",85,"Rep","Rep",99,99,50,50,12,11,-1,"Dem",FALSE,53,"Arizona"
"1465",1614,"20201105T073403","20201105T073658",174,"Rep","Dem",38,-38,42,58,34,90,56,"Rep",FALSE,27,"New York"
"1466",396,"20201105T073244","20201105T073700",255,"Dem","Dem",100,-100,90,10,0,0,0,"Rep",FALSE,55,"Florida"
"1467",560,"20201105T073551","20201105T073710",79,"Rep","Other",64,NA,51,NA,78,90,12,"Dem",NA,33,"Missouri"
"1468",746,"20201105T073524","20201105T073711",106,"Dem","Dem",72,-72,86,14,16,57,41,"Rep",FALSE,NA,"Georgia"
"1469",783,"20201105T073615","20201105T073730",75,"Ind","Other",100,NA,0,NA,100,72,-28,"Dem",NA,58,"California"
"1470",696,"20201105T073527","20201105T073825",178,"Ind","Rep",100,100,100,100,100,100,0,"Dem",FALSE,36,"Texas"
"1471",863,"20201105T073606","20201105T073841",154,"Ind","Rep",100,100,55,55,100,0,-100,"Rep",TRUE,64,"Florida"
"1472",904,"20201105T073635","20201105T073848",132,"Dem","Dem",100,-100,83,17,18,3,-15,"Dem",TRUE,39,"West Virginia"
"1473",458,"20201105T073741","20201105T073855",73,"Ind","Dem",100,-100,90,10,0,80,80,"Rep",FALSE,24,"Texas"
"1474",721,"20201105T073736","20201105T073912",95,"Rep","Dem",100,-100,54,46,10,6,-4,"Rep",FALSE,55,"Florida"
"1475",1584,"20201105T073724","20201105T073931",126,"Rep","Rep",100,100,100,100,100,100,0,"Dem",FALSE,67,"Arizona"
"1476",949,"20201105T073755","20201105T074003",127,"Dem","Dem",100,-100,51,49,40,0,-40,"Dem",TRUE,69,"Pennsylvania"
"1477",1230,"20201105T073806","20201105T074020",133,"Dem","Dem",100,-100,65,35,5,5,0,"Rep",FALSE,52,"California"
"1478",658,"20201105T073841","20201105T074026",105,"Rep","Rep",100,100,50,50,90,20,-70,"Rep",TRUE,35,"Arizona"
"1479",1078,"20201105T073819","20201105T074049",149,"Dem","Dem",100,-100,95,5,5,10,5,"Dem",TRUE,43,"Oregon"
"1480",760,"20201105T073828","20201105T074055",146,"Rep","Dem",60,-60,80,20,25,40,15,"Rep",FALSE,48,"North Carolina"
"1481",20,"20201105T073925","20201105T074059",93,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,52,"Colorado"
"1482",988,"20201105T073908","20201105T074136",147,"Rep","Rep",100,100,35,35,100,25,-75,"Rep",TRUE,39,"Virginia"
"1483",802,"20201105T074002","20201105T074143",101,"Rep","Dem",71,-71,85,15,6,0,-6,"Dem",TRUE,42,"Florida"
"1484",464,"20201105T073909","20201105T074144",154,"Dem","Dem",80,-80,90,10,0,0,0,"Dem",TRUE,29,"Oklahoma"
"1485",503,"20201105T073917","20201105T074152",154,"Rep","Rep",89,89,44,44,6,6,0,"Rep",TRUE,52,"Arizona"
"1486",26,"20201105T073951","20201105T074152",121,"Ind","Rep",91,91,9,9,100,91,-9,"Rep",TRUE,48,"Nevada"
"1487",1440,"20201105T073510","20201105T074155",404,"Dem","Dem",100,-100,100,0,61,47,-14,"Dem",TRUE,27,"New Jersey"
"1488",1188,"20201105T074011","20201105T074209",118,"Dem","Dem",100,-100,85,15,0,0,0,"Rep",FALSE,66,"Pennsylvania"
"1489",1472,"20201105T074150","20201105T074254",64,"Dem","Dem",73,-73,74,26,44,51,7,"Dem",TRUE,NA,NA
"1490",286,"20201105T074124","20201105T074329",125,"Dem","Dem",100,-100,94,6,0,20,20,"Rep",FALSE,27,"Florida"
"1491",1556,"20201105T074220","20201105T074355",95,"Dem","Dem",100,-100,90,10,20,90,70,"Rep",FALSE,25,"California"
"1492",529,"20201105T074150","20201105T074402",132,"Ind","Dem",91,-91,90,10,3,0,-3,"Dem",TRUE,40,"New York"
"1493",37,"20201105T074312","20201105T074453",100,"Ind","Rep",52,52,18,18,71,94,23,"Dem",FALSE,54,"Arkansas"
"1494",906,"20201105T074334","20201105T074459",84,"Rep","Rep",93,93,14,14,64,37,-27,"Rep",TRUE,49,"Indiana"
"1495",405,"20201105T073858","20201105T074507",369,"Ind","Dem",100,-100,80,20,2,85,83,"Rep",FALSE,50,"Iowa"
"1496",824,"20201105T074343","20201105T074514",90,"Rep","Rep",100,100,81,81,87,25,-62,"Rep",TRUE,39,"California"
"1497",1548,"20201105T074353","20201105T074517",83,"Rep","Rep",95,95,10,10,15,10,-5,"Dem",FALSE,51,"Mississippi"
"1498",942,"20201105T074253","20201105T074520",147,"Dem","Dem",100,-100,100,0,0,0,0,"Dem",TRUE,77,"Maryland"
"1499",421,"20201105T074420","20201105T074526",66,"Ind","Rep",90,90,35,35,98,98,0,"Dem",FALSE,27,"Virginia"
"1500",1120,"20201105T074430","20201105T074533",63,"Rep","Rep",90,90,10,10,60,5,-55,"Rep",TRUE,34,"Michigan"
"1501",1579,"20201105T074334","20201105T074600",145,"Dem","Dem",100,-100,91,9,0,0,0,"Dem",TRUE,22,"Missouri"
"1502",1690,"20201105T074334","20201105T074603",148,"Ind","Rep",60,60,40,40,51,50,-1,"Rep",TRUE,44,"Utah"
"1503",38,"20201105T074513","20201105T074608",54,"Dem","Dem",100,-100,70,30,1,0,-1,"Dem",TRUE,41,"Illinois"
"1504",948,"20201105T074424","20201105T074647",142,"Ind","Rep",90,90,30,30,100,20,-80,"Rep",TRUE,36,"Arizona"
"1505",452,"20201105T074600","20201105T074728",87,"Ind","Dem",70,-70,60,40,70,55,-15,"Rep",FALSE,39,"Montana"
"1506",206,"20201105T074630","20201105T074755",84,"Dem","Dem",54,-54,52,48,21,20,-1,"Rep",FALSE,38,"New York"
"1507",1625,"20201105T074412","20201105T074801",228,"Dem","Dem",100,-100,81,19,15,34,19,"Rep",FALSE,49,"Florida"
"1508",1659,"20201105T074620","20201105T074803",103,"Dem","Dem",91,-91,73,27,69,64,-5,"Rep",FALSE,24,NA
"1509",1599,"20201105T074543","20201105T074810",146,"Ind","Dem",100,-100,75,25,5,2,-3,"Dem",TRUE,53,"New Mexico"
"1510",1594,"20201105T074715","20201105T074823",68,"Dem","Dem",100,-100,51,49,0,10,10,"Rep",FALSE,35,"Massachusetts"
"1511",1419,"20201105T074612","20201105T074845",152,"Dem","Dem",100,-100,60,40,100,60,-40,"Dem",TRUE,52,"Washington"
"1512",676,"20201105T074731","20201105T074920",108,"Dem","Dem",100,-100,40,60,0,0,0,"Dem",TRUE,50,"Washington"
"1513",758,"20201105T074727","20201105T074937",129,"Ind","Rep",71,71,65,65,31,30,-1,"Dem",FALSE,24,"North Carolina"
"1514",437,"20201105T074818","20201105T074943",85,"Dem","Dem",100,-100,65,35,10,10,0,"Rep",FALSE,49,"California"
"1515",1729,"20201105T074737","20201105T074945",128,"Rep","Rep",80,80,50,50,70,80,10,"Dem",FALSE,30,"Kentucky"
"1516",76,"20201105T074811","20201105T074953",102,"Dem","Dem",80,-80,66,34,99,87,-12,"Rep",FALSE,40,"Florida"
"1517",1291,"20201105T074823","20201105T075010",107,"Rep","Rep",100,100,81,81,0,0,0,"Dem",FALSE,62,"Maryland"
"1518",591,"20201105T074323","20201105T075032",428,"Rep","Rep",85,85,53,53,48,55,7,"Dem",FALSE,50,"Georgia"
"1519",1632,"20201105T074954","20201105T075057",62,"Rep","Rep",5,5,2,2,0,55,55,"Rep",TRUE,33,"Nebraska"
"1520",1155,"20201105T074838","20201105T075120",162,"Dem","Dem",60,-60,70,30,10,60,50,"Rep",FALSE,41,"Virginia"
"1521",850,"20201105T074502","20201105T075150",408,"Rep","Rep",100,100,5,5,50,50,0,"Dem",FALSE,40,"Alabama"
"1522",1764,"20201105T075055","20201105T075154",58,"Rep","Rep",81,81,35,35,22,23,1,"Dem",FALSE,28,"Florida"
"1523",408,"20201105T075140","20201105T075250",70,"Dem","Dem",83,-83,60,40,3,9,6,"Rep",FALSE,24,"New York"
"1524",15,"20201105T075138","20201105T075300",81,"Ind","Dem",100,-100,92,8,9,1,-8,"Dem",TRUE,39,"Pennsylvania"
"1525",1080,"20201105T075203","20201105T075301",57,"Dem","Dem",100,-100,100,0,0,50,50,"Rep",FALSE,55,"Utah"
"1526",1197,"20201105T075059","20201105T075333",154,"Dem","Dem",100,-100,82,18,0,0,0,"Dem",TRUE,56,"Illinois"
"1527",386,"20201105T075207","20201105T075409",122,"Dem","Dem",100,-100,100,0,1,92,91,"Rep",FALSE,51,"Michigan"
"1528",884,"20201105T075311","20201105T075503",112,"Dem","Dem",100,-100,66,34,10,0,-10,"Dem",TRUE,38,"South Dakota"
"1529",933,"20201105T075319","20201105T075505",105,"Ind","Dem",90,-90,92,8,51,52,1,"Dem",TRUE,59,"Massachusetts"
